Applicant_ID,Age,Education_Level,Employment_Duration_Years,Annual_Income,Owns_Home,Savings_Balance,Checking_Balance,Existing_Loans_Count,Credit_Card_Utilization,Loan_Amount,Loan_Duration_Months,Debt_to_Income_Ratio,Payment_History_Delay,Credit_Score,Credit_Status
ID_1707,23,Bachelor,5.0,55692.68,1,10018.25,4301.16,0,0.179,36450.47,48,0.172,1,631,0
ID_1708,60,High School,3.0,34032.66,0,5959.77,3136.02,0,0.176,17567.76,48,0.136,0,672,1
ID_1709,18,Master,0.0,15000.0,1,3498.71,687.67,0,0.288,43908.18,48,0.768,6,300,0
ID_1710,59,Bachelor,0.5,106380.03,0,10269.88,12213.6,0,0.634,28583.23,36,0.094,1,584,0
ID_1711,41,Bachelor,2.5,77661.27,0,10152.07,6393.31,3,0.502,51298.07,24,0.347,0,549,0
ID_1712,37,High School,19.0,70297.28,1,16420.16,7313.77,0,0.19,41723.37,36,0.208,3,599,0
ID_1713,32,High School,8.3,39988.15,0,1776.0,0.0,1,0.058,16517.49,36,0.145,2,544,0
ID_1714,43,Bachelor,0.9,67093.23,0,5448.89,5239.14,0,0.438,43993.11,36,0.229,2,516,0
ID_1715,38,Master,1.6,38094.3,1,6467.02,4050.75,0,0.287,13385.6,60,0.074,1,626,1
ID_1716,52,Bachelor,2.0,60019.73,0,6059.61,1979.28,0,0.087,36277.08,60,0.127,0,679,1
ID_1717,40,Master,5.3,34190.68,0,5000.84,2516.24,1,0.594,34476.85,24,0.529,2,436,0
ID_1718,40,Bachelor,7.1,115629.25,1,15278.49,6241.35,0,0.223,15693.32,36,0.048,1,682,1
ID_1719,34,Bachelor,6.9,24707.98,1,5161.63,4195.68,1,0.319,1000.0,24,0.021,1,614,1
ID_1720,38,High School,3.6,100322.16,1,3180.23,6788.97,3,0.14,51598.8,36,0.18,1,603,1
ID_1721,42,Master,8.3,55240.85,1,0.0,2564.58,0,0.45,32539.09,36,0.206,3,494,0
ID_1722,18,High School,0.0,42415.39,1,3473.72,3722.6,1,0.298,25369.95,60,0.126,1,569,1
ID_1723,22,Master,0.7,58894.41,0,7941.15,5683.11,0,0.25,25337.26,36,0.151,3,486,0
ID_1724,47,Master,4.2,78172.56,1,19686.06,1414.76,0,0.078,42545.98,48,0.143,1,684,1
ID_1725,41,Master,15.2,107298.87,0,24413.15,2803.12,0,0.362,64334.98,36,0.21,1,629,0
ID_1726,36,Bachelor,7.9,63358.95,1,5226.48,2315.12,1,0.447,41249.47,36,0.228,1,583,0
ID_1727,39,Bachelor,4.3,34705.45,0,6002.76,2406.66,0,0.103,31616.03,12,0.957,2,471,0
ID_1728,43,Bachelor,5.2,55704.44,0,14547.5,2216.77,1,0.083,30147.39,24,0.284,0,653,1
ID_1729,32,High School,13.3,134375.93,0,28773.27,4257.47,0,0.359,31552.53,36,0.082,1,636,1
ID_1730,29,Bachelor,2.8,106280.71,0,21070.66,7245.56,1,0.109,6931.85,60,0.014,0,678,0
ID_1731,41,High School,2.0,85338.56,1,10311.93,3422.92,1,0.365,35530.58,60,0.087,1,617,1
ID_1732,27,Bachelor,9.0,80647.53,0,8160.42,4929.16,0,0.186,1409.43,36,0.006,1,633,1
ID_1733,43,High School,10.0,76858.78,1,10296.89,8068.72,1,0.117,32953.81,24,0.225,2,619,1
ID_1734,18,High School,0.0,96700.84,1,17769.04,3812.59,0,0.562,16510.88,36,0.06,2,537,0
ID_1735,51,Bachelor,3.1,43117.56,0,8700.17,3066.52,0,0.485,40583.29,24,0.494,3,444,1
ID_1736,44,Bachelor,2.7,27514.18,0,5323.82,1535.7,2,0.215,31852.19,36,0.405,2,487,0
ID_1737,42,Bachelor,0.8,56078.16,1,4729.15,4644.98,0,0.024,18685.58,36,0.117,1,665,1
ID_1738,50,High School,15.8,35997.66,0,8902.31,4375.6,2,0.319,6810.43,60,0.04,0,659,1
ID_1739,58,Bachelor,2.6,31967.97,0,1558.43,0.0,0,0.51,51571.47,36,0.565,2,454,0
ID_1740,51,High School,10.4,37792.3,0,4046.58,2564.54,0,0.192,23445.45,12,0.651,2,521,0
ID_1741,18,Bachelor,0.0,187710.65,1,38050.33,17017.83,0,0.086,56316.89,60,0.063,1,681,1
ID_1742,23,Bachelor,4.0,57992.11,1,8704.47,5519.49,1,0.452,2840.52,36,0.017,0,637,1
ID_1743,31,Bachelor,0.1,64922.78,0,7665.91,2069.73,0,0.451,20447.18,48,0.083,1,559,1
ID_1744,39,Bachelor,7.2,29402.02,0,5165.13,1454.27,0,0.29,1000.0,48,0.009,0,649,0
ID_1745,45,High School,4.3,21549.84,0,5040.77,2988.41,1,0.145,38612.39,60,0.376,0,611,0
ID_1746,30,Bachelor,4.9,35971.19,0,5915.17,3535.43,0,0.244,40087.25,36,0.39,3,466,0
ID_1747,41,Bachelor,0.3,111201.35,0,25681.97,5116.58,2,0.101,14108.19,60,0.027,1,627,1
ID_1748,29,Bachelor,1.2,64031.97,0,9791.49,2001.32,1,0.299,13221.35,24,0.108,2,521,0
ID_1749,31,Bachelor,0.4,73079.09,0,13024.86,6656.88,1,0.136,18008.26,60,0.052,0,654,0
ID_1750,22,High School,1.7,78376.78,0,4334.42,2432.07,2,0.239,20682.11,36,0.092,1,550,0
ID_1751,27,Bachelor,4.9,40308.81,0,4844.62,4396.46,0,0.089,14929.02,36,0.13,0,652,1
ID_1752,22,Bachelor,4.0,108443.31,1,22822.53,2833.9,0,0.29,44456.53,60,0.086,0,683,1
ID_1753,27,High School,4.7,39481.84,0,7185.93,1297.84,0,0.306,16560.7,24,0.22,1,562,0
ID_1754,51,High School,4.0,109438.3,0,17088.34,5919.91,0,0.056,1000.0,36,0.003,0,728,1
ID_1755,27,High School,1.6,67585.66,0,5369.18,0.0,0,0.686,20412.52,60,0.063,2,469,0
ID_1756,70,Master,1.4,22147.45,0,879.25,544.63,1,0.19,15776.53,60,0.15,0,633,0
ID_1757,44,Bachelor,0.7,37271.91,0,8907.66,3077.47,1,0.177,1459.48,24,0.021,0,651,0
ID_1758,41,High School,9.5,22192.97,0,0.0,1073.12,0,0.243,28403.8,12,1.344,3,341,0
ID_1759,28,Bachelor,4.8,96919.99,0,7104.7,6295.48,0,0.395,1000.0,36,0.004,1,595,1
ID_1760,47,Bachelor,1.0,53510.45,0,14683.34,3430.46,0,0.417,31855.75,48,0.156,1,584,0
ID_1761,32,Master,1.0,17779.99,1,5679.38,3210.06,0,0.188,24405.02,48,0.36,2,542,0
ID_1762,40,High School,10.3,65373.58,1,4583.89,6383.38,1,0.155,14859.72,36,0.08,2,615,1
ID_1763,69,High School,6.8,41415.81,0,4999.37,1458.4,1,0.419,4373.51,36,0.037,1,605,1
ID_1764,37,Master,5.4,25799.16,0,4784.4,1027.08,0,0.393,1000.0,24,0.02,0,621,0
ID_1765,52,High School,2.6,125364.77,0,0.0,12160.27,1,0.109,40870.64,36,0.114,2,568,0
ID_1766,30,High School,1.5,57161.9,0,12463.74,4390.03,0,0.362,19609.45,36,0.12,0,623,1
ID_1767,38,PhD,19.4,46783.43,1,7617.1,3138.53,1,0.488,1000.0,36,0.007,0,682,1
ID_1768,60,Bachelor,8.0,44368.61,1,5042.29,1351.43,0,0.151,24787.83,12,0.587,3,532,0
ID_1769,31,High School,1.8,25421.75,0,8217.28,3204.44,0,0.345,20082.61,36,0.276,2,502,0
ID_1770,60,High School,9.4,28218.29,1,5841.76,3644.73,1,0.217,50433.52,60,0.375,3,536,0
ID_1771,47,High School,7.1,102997.33,1,5750.08,1731.97,3,0.222,17584.92,48,0.045,1,627,0
ID_1772,32,High School,1.8,42747.18,0,0.0,3315.12,1,0.06,42629.24,36,0.349,2,500,0
ID_1773,46,Master,2.8,54777.45,0,8153.73,0.0,0,0.113,21062.04,12,0.404,0,632,1
ID_1774,50,Bachelor,1.0,19493.47,1,0.0,0.0,0,0.234,3730.7,48,0.05,1,606,0
ID_1775,46,Bachelor,0.6,28027.85,0,3351.31,2633.32,0,0.519,33487.82,36,0.418,4,374,0
ID_1776,20,Master,2.0,73490.12,0,14302.03,0.0,1,0.514,46917.02,36,0.223,1,511,0
ID_1777,30,Bachelor,1.6,65437.83,0,14625.41,2237.78,0,0.451,41324.01,60,0.133,0,608,0
ID_1778,36,High School,8.6,130181.85,0,26114.44,10831.58,1,0.339,30651.32,36,0.082,0,666,1
ID_1779,38,Bachelor,20.0,106030.09,0,0.0,6377.97,1,0.52,42951.16,36,0.142,0,614,1
ID_1780,46,Master,0.4,48273.81,1,6235.1,4110.12,1,0.253,28065.85,24,0.305,0,643,1
ID_1781,41,Master,3.2,68629.43,1,5467.21,2301.87,1,0.533,26474.61,36,0.135,2,532,0
ID_1782,22,High School,4.0,46244.52,0,9575.66,5361.57,1,0.301,1000.0,24,0.011,0,622,1
ID_1783,43,Bachelor,7.8,151358.26,0,11574.92,12531.07,0,0.284,28821.58,12,0.2,1,630,1
ID_1784,46,Bachelor,7.1,96231.05,1,6914.2,7134.49,1,0.139,52143.15,24,0.284,1,647,0
ID_1785,45,Master,2.1,58973.45,1,9652.17,5685.96,2,0.435,1000.0,36,0.006,0,649,0
ID_1786,51,High School,3.0,59885.96,0,8838.06,2442.27,2,0.35,1380.91,36,0.008,0,631,0
ID_1787,49,Bachelor,4.5,111571.97,1,26318.73,9191.88,0,0.284,19112.51,36,0.06,0,729,1
ID_1788,44,Master,18.2,72387.5,0,8132.12,0.0,1,0.197,1000.0,48,0.004,0,692,1
ID_1789,38,Bachelor,2.0,118103.19,1,0.0,3469.47,4,0.359,37317.04,48,0.083,0,588,0
ID_1790,19,Bachelor,1.0,18091.11,0,4704.86,859.27,1,0.389,1000.0,48,0.015,3,435,0
ID_1791,44,High School,1.6,68228.26,1,3036.48,4261.2,0,0.256,37250.74,36,0.191,0,669,0
ID_1792,41,High School,22.6,41868.23,1,10206.35,3830.67,2,0.511,43078.15,36,0.36,2,546,0
ID_1793,42,High School,5.5,130377.45,1,19038.19,11220.16,0,0.205,36824.24,60,0.059,1,690,1
ID_1794,23,Master,3.1,117383.23,0,21849.02,9134.89,0,0.272,25367.83,48,0.057,2,570,0
ID_1795,26,High School,4.8,55073.17,1,0.0,937.15,0,0.281,34616.88,48,0.165,2,537,0
ID_1796,51,Bachelor,1.6,116752.96,0,16723.2,11392.36,0,0.434,4204.58,24,0.019,0,668,1
ID_1797,38,Bachelor,1.6,132132.07,0,16135.13,0.0,0,0.335,29674.81,36,0.079,1,600,0
ID_1798,47,High School,0.6,56229.87,0,0.0,4813.62,1,0.146,13868.9,36,0.086,1,584,0
ID_1799,39,Bachelor,0.6,186459.04,1,44559.95,16976.8,1,0.295,41033.89,36,0.077,0,707,1
ID_1800,39,Bachelor,2.1,53334.01,0,6445.3,2591.79,2,0.262,37784.12,36,0.248,0,593,0
ID_1801,50,Master,7.2,48666.18,0,0.0,5224.73,1,0.187,10413.09,36,0.075,0,643,1
ID_1802,32,Bachelor,4.7,83527.93,0,6998.8,1830.19,2,0.201,31329.86,36,0.131,0,620,1
ID_1803,40,Bachelor,0.5,45392.61,0,12800.76,2588.86,0,0.295,32076.09,60,0.148,2,544,0
ID_1804,33,High School,9.6,56538.09,0,11268.8,4776.65,0,0.206,16466.68,36,0.102,0,671,0
ID_1805,33,Master,4.6,109613.65,0,22812.49,0.0,1,0.33,25404.2,60,0.049,1,593,1
ID_1806,35,High School,16.2,54699.48,0,14987.33,3370.24,1,0.142,34207.72,36,0.219,1,627,1
ID_1807,41,Bachelor,5.5,23213.54,0,0.0,0.0,1,0.133,16779.26,36,0.253,0,594,1
ID_1808,33,High School,1.0,65098.69,1,0.0,4589.95,0,0.295,9054.56,36,0.049,1,602,0
ID_1809,54,Master,3.2,38248.25,1,5705.27,0.0,0,0.537,29101.18,48,0.2,2,540,0
ID_1810,28,Bachelor,5.2,83502.81,1,0.0,7865.72,0,0.237,51701.02,36,0.217,0,646,0
ID_1811,36,Bachelor,0.1,76733.59,1,13805.24,1773.98,0,0.108,22253.62,60,0.061,0,707,1
ID_1812,33,High School,0.1,113062.97,0,0.0,9577.83,2,0.242,18660.82,60,0.035,2,511,0
ID_1813,56,Bachelor,0.7,85286.05,0,14810.26,6374.9,1,0.544,10733.02,36,0.044,1,583,0
ID_1814,41,Bachelor,1.4,93444.42,1,13846.92,0.0,1,0.552,45701.35,12,0.514,4,397,0
ID_1815,51,Bachelor,2.8,38771.92,0,10962.37,5314.82,0,0.286,40753.41,36,0.368,1,582,0
ID_1816,21,High School,3.0,80982.9,0,3221.34,3159.05,1,0.295,22368.05,24,0.145,0,596,0
ID_1817,42,PhD,0.7,144961.82,0,5727.28,5455.36,2,0.62,10827.21,60,0.016,3,449,0
ID_1818,49,Master,5.6,38394.71,0,11474.97,0.0,0,0.164,10660.56,60,0.058,0,676,1
ID_1819,39,High School,4.5,133234.92,1,10697.53,6278.02,0,0.375,9602.28,48,0.019,2,608,1
ID_1820,51,Master,1.7,41164.23,0,9684.27,4136.07,0,0.499,16121.21,60,0.082,0,625,0
ID_1821,32,Bachelor,0.1,35383.98,0,7841.59,2241.58,0,0.171,14906.16,60,0.088,0,639,0
ID_1822,55,Bachelor,0.4,62824.49,0,17913.93,5599.21,1,0.177,11714.44,60,0.039,0,679,1
ID_1823,66,High School,2.5,77493.95,0,20350.18,6375.43,0,0.088,45072.29,48,0.153,0,718,0
ID_1824,34,Bachelor,0.8,85466.1,0,0.0,1954.51,1,0.246,53534.76,36,0.219,0,584,1
ID_1825,33,Bachelor,2.4,33493.91,0,0.0,3907.05,1,0.352,5392.21,12,0.169,2,478,0
ID_1826,56,Bachelor,4.9,67323.86,1,5499.83,7812.68,0,0.417,14715.69,12,0.23,1,627,1
ID_1827,57,Bachelor,4.0,38454.18,1,8194.87,5099.53,3,0.179,7937.69,48,0.054,0,678,1
ID_1828,32,Bachelor,1.3,25733.24,0,0.0,1723.5,0,0.095,30732.73,24,0.627,1,511,0
ID_1829,33,Bachelor,2.1,34051.58,0,9775.61,2084.87,1,0.338,18883.63,36,0.194,1,550,0
ID_1830,35,High School,4.8,37218.08,0,0.0,3037.26,0,0.396,6448.78,36,0.061,2,508,0
ID_1831,22,Master,4.0,70319.02,0,7288.49,5168.68,2,0.24,54747.02,24,0.409,2,480,0
ID_1832,27,Bachelor,7.0,96385.09,0,21625.17,4275.75,2,0.218,33778.62,60,0.074,0,644,0
ID_1833,26,High School,4.0,25936.24,0,0.0,2446.81,0,0.065,7369.95,60,0.06,0,630,0
ID_1834,29,High School,2.2,64600.7,0,16507.8,7071.65,0,0.274,52120.71,36,0.282,1,580,0
ID_1835,38,Bachelor,2.3,30081.06,0,5533.28,1463.68,1,0.601,4356.66,60,0.03,0,572,1
ID_1836,41,Master,10.6,74201.73,0,9952.84,3440.91,0,0.13,36060.13,36,0.17,3,552,0
ID_1837,57,Bachelor,0.2,39681.28,1,2169.67,3974.29,1,0.144,68521.14,60,0.363,1,606,1
ID_1838,27,Bachelor,9.0,32027.03,0,4908.94,1281.18,2,0.211,22638.53,60,0.148,0,604,0
ID_1839,50,High School,5.5,80808.08,0,21740.68,3318.66,1,0.274,19810.81,12,0.257,0,648,1
ID_1840,36,Bachelor,5.7,40398.13,0,8740.99,1328.94,2,0.069,28016.74,48,0.182,0,633,1
ID_1841,38,PhD,0.2,46259.31,0,9423.56,0.0,0,0.3,65058.82,48,0.369,1,547,0
ID_1842,47,Bachelor,4.7,17854.4,1,5264.91,2401.25,2,0.305,51572.02,36,1.011,2,441,1
ID_1843,25,High School,3.3,86966.28,0,15853.6,3021.81,0,0.149,17019.02,36,0.068,0,666,1
ID_1844,43,Bachelor,0.6,81671.0,0,14720.68,1366.1,0,0.164,30481.59,24,0.196,0,658,1
ID_1845,40,High School,1.6,54324.41,0,11545.11,0.0,2,0.257,41612.42,36,0.268,1,545,1
ID_1846,44,Bachelor,11.1,25240.61,0,0.0,1750.14,1,0.157,17278.27,36,0.24,1,572,0
ID_1847,42,Bachelor,4.0,99179.3,0,21489.51,1947.76,1,0.243,4631.33,60,0.01,1,625,0
ID_1848,68,Bachelor,2.7,38826.89,0,0.0,0.0,2,0.382,44518.27,48,0.301,2,477,0
ID_1849,31,High School,0.4,43188.23,0,5728.33,2718.87,1,0.375,34175.7,36,0.277,0,570,0
ID_1850,32,Master,6.3,172132.88,1,37000.45,3979.89,0,0.209,30739.57,24,0.094,0,726,1
ID_1851,31,Bachelor,6.1,38108.09,0,0.0,3826.66,1,0.371,44923.59,48,0.309,3,422,0
ID_1852,32,Bachelor,4.8,78519.71,0,6909.22,3786.15,0,0.252,4384.89,36,0.02,0,658,0
ID_1853,31,Bachelor,3.6,71757.39,1,5048.92,2256.28,0,0.425,20829.19,60,0.061,1,606,1
ID_1854,53,Bachelor,2.8,65846.8,1,12423.51,6186.88,1,0.308,72487.38,24,0.578,2,540,0
ID_1855,56,Bachelor,4.5,62380.02,1,16584.39,3230.6,2,0.25,35217.7,24,0.296,1,620,1
ID_1856,32,Bachelor,1.3,65394.56,0,18086.36,7165.26,1,0.446,36304.24,36,0.194,1,552,0
ID_1857,29,Bachelor,11.0,62067.04,0,15278.78,5991.57,0,0.163,26905.16,60,0.091,1,639,0
ID_1858,44,High School,4.4,52788.09,1,6761.45,2007.37,2,0.204,1000.0,24,0.01,0,677,1
ID_1859,32,Master,1.9,115340.23,1,7792.09,2657.18,3,0.126,10276.08,12,0.094,1,611,0
ID_1860,46,Bachelor,3.0,28104.07,0,3655.1,577.5,0,0.159,41442.17,60,0.31,1,578,1
ID_1861,41,High School,8.2,90285.22,1,20209.62,2612.95,0,0.205,15247.12,24,0.089,1,679,1
ID_1862,20,Bachelor,0.9,81729.57,0,21906.58,8660.44,0,0.498,21941.23,36,0.094,2,517,0
ID_1863,57,Master,1.7,76818.41,0,8316.17,4132.92,0,0.266,30245.1,24,0.207,3,523,0
ID_1864,60,Master,5.7,94701.94,0,22521.68,2588.6,0,0.181,7415.91,24,0.041,0,717,1
ID_1865,31,Bachelor,1.9,51725.2,0,8801.11,3094.85,1,0.284,1915.99,24,0.019,0,627,0
ID_1866,34,High School,7.9,21279.79,0,0.0,0.0,1,0.163,24773.71,48,0.306,0,580,0
ID_1867,42,Bachelor,0.7,52253.06,1,10568.3,2536.03,1,0.208,18325.91,48,0.092,0,676,1
ID_1868,43,High School,7.2,33004.62,0,0.0,1891.74,3,0.203,29100.53,24,0.463,3,411,0
ID_1869,46,Master,0.4,37574.1,0,5136.73,4881.59,1,0.319,1000.0,24,0.014,0,628,0
ID_1870,63,High School,0.1,29108.64,1,7685.71,1312.53,0,0.382,15375.11,60,0.111,2,582,0
ID_1871,36,High School,11.4,42673.25,0,7779.72,3587.05,1,0.312,37400.77,36,0.307,3,479,0
ID_1872,29,Bachelor,4.4,40202.65,0,3515.85,839.86,2,0.362,78024.5,48,0.509,1,481,0
ID_1873,22,Bachelor,2.2,16501.64,1,3462.15,2567.02,0,0.379,27147.6,12,1.727,4,300,0
ID_1874,30,Bachelor,1.3,76888.45,0,0.0,4433.86,0,0.145,37075.16,12,0.506,5,354,0
ID_1875,38,Bachelor,4.8,164416.96,1,20681.77,0.0,1,0.147,33776.53,36,0.072,0,708,1
ID_1876,60,High School,3.6,73358.86,0,16041.46,5450.79,0,0.087,30282.26,36,0.144,0,710,1
ID_1877,32,High School,14.0,48949.19,0,7742.0,3326.04,1,0.358,37276.52,36,0.267,1,570,0
ID_1878,41,Bachelor,20.4,52713.5,0,0.0,2433.63,0,0.22,7740.59,48,0.039,0,676,1
ID_1879,38,High School,5.0,43892.87,0,8952.98,0.0,1,0.178,18571.01,36,0.148,0,632,1
ID_1880,53,Bachelor,2.9,56671.16,1,9177.36,3562.52,1,0.413,29498.14,36,0.182,0,654,0
ID_1881,69,Bachelor,3.4,53183.1,1,0.0,4979.31,0,0.312,7605.29,12,0.15,1,634,1
ID_1882,32,Bachelor,5.7,35577.75,0,5708.74,2352.77,0,0.12,32799.91,36,0.323,1,585,0
ID_1883,33,Master,0.5,125673.71,0,20652.48,11709.9,0,0.61,1000.0,24,0.004,3,488,0
ID_1884,51,Master,2.0,25756.0,0,4816.56,0.0,2,0.295,39619.18,36,0.538,1,503,0
ID_1885,47,Master,0.4,77587.82,0,21947.41,3310.0,1,0.34,22292.62,12,0.302,3,481,0
ID_1886,61,High School,0.4,51503.3,0,3921.08,5176.64,1,0.337,37493.99,36,0.255,0,616,1
ID_1887,46,High School,1.1,140142.62,0,0.0,0.0,0,0.069,42944.42,36,0.107,2,564,0
ID_1888,34,High School,3.3,64243.27,1,8217.12,7521.96,1,0.275,50374.73,36,0.274,3,511,0
ID_1889,46,Master,7.7,45254.04,0,8729.19,2471.76,0,0.111,29836.32,48,0.173,0,679,1
ID_1890,52,PhD,3.3,47865.31,0,5718.11,3920.6,0,0.277,1000.0,60,0.004,2,578,0
ID_1891,48,Master,2.0,55268.22,0,4033.86,4714.69,0,0.17,1000.0,36,0.006,0,675,1
ID_1892,45,High School,0.4,30595.39,0,9792.03,2811.11,1,0.52,2235.81,24,0.038,1,551,0
ID_1893,51,Master,4.0,36922.09,0,9549.26,5395.42,1,0.192,37964.39,36,0.36,0,628,0
ID_1894,53,Bachelor,1.6,22192.91,0,0.0,2805.85,0,0.346,1000.0,24,0.024,0,617,1
ID_1895,55,High School,4.8,34149.78,1,7413.85,4318.93,2,0.021,20784.22,36,0.213,0,693,1
ID_1896,46,Bachelor,18.9,56780.78,1,5734.34,3738.88,1,0.507,17400.46,36,0.107,0,675,1
ID_1897,36,High School,0.6,62949.46,1,10921.49,2745.61,1,0.574,31495.45,36,0.175,0,607,1
ID_1898,40,Bachelor,1.2,20137.42,0,0.0,2543.26,4,0.377,37874.37,36,0.658,0,458,0
ID_1899,53,High School,3.2,50584.18,1,11649.61,1777.91,1,0.027,26708.52,36,0.185,1,665,0
ID_1900,29,Bachelor,11.0,71804.68,0,10655.33,2625.5,1,0.44,39431.61,36,0.192,1,563,0
ID_1901,43,Bachelor,7.4,49938.32,0,12822.79,1162.1,0,0.009,5188.49,24,0.055,0,707,1
ID_1902,34,Master,11.4,39462.48,0,7182.66,2643.87,0,0.06,43374.44,36,0.385,1,607,1
ID_1903,39,Bachelor,2.0,44086.96,0,12821.08,3724.22,2,0.139,27365.87,48,0.163,0,629,0
ID_1904,54,Bachelor,24.2,41341.34,1,8877.42,4448.52,3,0.48,38673.19,48,0.246,1,612,1
ID_1905,41,Master,0.5,39404.48,0,11509.57,3131.57,0,0.655,15690.6,24,0.209,0,571,1
ID_1906,39,Master,0.3,59095.6,1,2902.37,2902.71,1,0.232,1000.0,60,0.004,0,666,1
ID_1907,22,High School,4.0,171758.4,0,28184.21,5509.25,0,0.515,36980.97,36,0.075,3,493,0
ID_1908,47,Bachelor,13.1,37352.31,1,6064.71,3527.21,4,0.118,22418.29,36,0.21,2,568,0
ID_1909,46,High School,0.5,46208.95,0,9374.79,1539.66,2,0.58,46633.0,12,1.06,2,363,0
ID_1910,64,High School,0.6,52793.91,0,12850.55,7174.14,0,0.176,32593.49,60,0.13,1,645,0
ID_1911,35,Bachelor,0.2,38419.59,0,12306.76,3688.78,1,0.307,78134.45,36,0.712,3,407,0
ID_1912,41,Master,0.6,93818.55,0,22176.09,2748.01,1,0.302,47875.93,24,0.268,4,441,0
ID_1913,41,High School,1.2,16556.89,1,2582.17,1827.12,0,0.315,20526.18,36,0.434,1,559,0
ID_1914,57,Master,17.5,41542.42,1,11960.83,1272.56,0,0.34,1000.0,24,0.013,2,646,1
ID_1915,37,Master,5.5,81565.11,0,5042.77,1958.25,0,0.516,9314.73,24,0.06,1,571,0
ID_1916,42,Master,7.5,46767.92,0,12173.88,3703.35,2,0.308,8123.22,36,0.061,1,589,0
ID_1917,46,High School,7.5,35939.08,0,9690.31,2922.94,0,0.453,15621.63,36,0.152,0,629,0
ID_1918,41,Master,3.8,67533.45,1,5329.41,2179.69,2,0.226,22743.99,24,0.177,3,514,1
ID_1919,33,High School,8.0,85235.36,0,21984.81,7194.89,3,0.278,30719.81,48,0.095,0,628,0
ID_1920,41,Bachelor,4.5,60193.38,0,16671.17,0.0,0,0.261,49734.42,36,0.289,2,542,0
ID_1921,51,High School,1.9,36293.35,0,0.0,2599.27,1,0.178,9325.6,12,0.27,2,511,0
ID_1922,26,High School,4.1,68057.05,0,7528.43,0.0,1,0.64,1000.0,36,0.005,0,567,0
ID_1923,40,Bachelor,3.8,44310.43,0,6904.88,1501.48,3,0.083,39957.88,36,0.316,0,599,0
ID_1924,30,Bachelor,8.7,78636.67,1,20686.14,908.59,1,0.281,48980.89,36,0.218,2,575,0
ID_1925,53,High School,20.0,113735.34,1,9912.61,10328.49,1,0.081,16171.6,60,0.03,2,691,1
ID_1926,20,High School,2.0,15000.0,0,0.0,2399.21,2,0.23,43740.29,24,1.531,6,300,0
ID_1927,32,Bachelor,7.2,57270.09,0,2347.19,4673.32,0,0.13,38864.79,36,0.238,2,552,1
ID_1928,43,High School,0.5,22745.74,0,4221.54,2031.09,0,0.271,1000.0,24,0.023,2,544,0
ID_1929,57,Master,7.5,183669.7,0,39972.48,5936.96,2,0.348,13540.33,12,0.077,0,680,1
ID_1930,38,High School,2.3,42870.44,0,4042.69,0.0,0,0.259,16418.41,60,0.08,1,582,1
ID_1931,32,High School,0.2,78683.33,0,21871.37,5210.9,3,0.477,60794.86,60,0.162,3,432,0
ID_1932,61,Bachelor,2.3,53228.09,1,11256.24,0.0,1,0.288,34154.91,36,0.225,3,532,0
ID_1933,21,Bachelor,3.0,36259.54,0,9359.93,3890.81,0,0.069,15938.8,24,0.231,2,547,0
ID_1934,18,Bachelor,0.0,34165.56,0,0.0,4034.86,0,0.106,12451.43,24,0.191,1,549,0
ID_1935,44,High School,12.9,119711.46,0,28803.61,0.0,0,0.214,1000.0,36,0.003,1,669,1
ID_1936,32,PhD,0.4,87375.4,1,5055.64,2668.53,0,0.64,44190.44,36,0.177,2,512,0
ID_1937,26,Bachelor,8.0,143170.58,0,22863.18,4870.44,0,0.384,32121.26,36,0.079,2,566,0
ID_1938,47,High School,6.1,55699.51,0,6465.62,5632.59,2,0.265,36150.03,48,0.17,0,627,1
ID_1939,41,Bachelor,2.0,62564.91,0,7612.98,3737.44,1,0.17,1859.61,24,0.016,0,658,1
ID_1940,32,Master,2.5,47401.27,0,11652.98,5393.21,1,0.107,38244.33,24,0.424,1,567,0
ID_1941,23,High School,5.0,46932.18,1,11680.37,5990.31,0,0.274,20714.65,12,0.463,3,494,1
ID_1942,49,High School,4.6,32178.59,1,5727.2,4354.67,0,0.428,11911.7,12,0.389,3,495,0
ID_1943,46,Bachelor,5.6,56500.52,1,0.0,4442.86,4,0.162,34235.8,36,0.212,2,522,0
ID_1944,37,Bachelor,2.5,36511.29,0,8282.56,959.79,0,0.131,3398.4,24,0.049,0,660,1
ID_1945,61,Bachelor,3.3,67572.37,1,12029.47,2914.07,0,0.207,28222.69,36,0.146,1,674,1
ID_1946,26,High School,8.0,58983.03,0,6542.38,3567.19,1,0.379,20221.89,60,0.072,0,614,1
ID_1947,20,High School,1.2,62557.48,0,9357.93,0.0,1,0.16,44305.46,48,0.186,0,604,1
ID_1948,30,Bachelor,2.7,125187.13,1,12581.52,12789.08,0,0.2,41054.05,48,0.086,1,661,1
ID_1949,38,High School,1.7,53164.23,0,6459.16,0.0,4,0.734,26635.59,36,0.175,2,401,0
ID_1950,41,Bachelor,7.2,79091.72,0,0.0,3529.8,1,0.121,30056.65,48,0.1,1,598,0
ID_1951,36,Bachelor,7.2,151108.7,0,22682.57,11131.33,0,0.144,35774.89,24,0.124,0,702,1
ID_1952,43,High School,1.7,104120.96,0,5707.58,6282.91,2,0.459,24836.19,36,0.083,1,555,1
ID_1953,23,Master,0.4,96431.18,0,0.0,1820.65,0,0.454,10281.41,36,0.037,0,577,0
